Call Sign,Zone,Frequency,Band,SNR,Timestamp,Spotter
CS7AUT,14,28180.00,10,+17,1728058572.093123,VE3EID
IK2JYT,15,14080.00,20,-11,1728058572.192793,VE3EID
SV2CSR,20,28180.00,10,+18,1728058572.310347,VE3EID
G3RKF,14,18104.00,17,+5,1728058572.624989,VE3EID
RZ4LC,16,24919.00,12,+3,1728058572.796158,VE3EID
UA9KBC,17,24915.00,12,+6,1728058576.257519,VE3EID
DJ1RD,14,24915.00,12,+5,1728058576.361094,VE3EID
G7LHK,14,21074.00,15,+8,1728058576.488636,VE3EID
WA7CPA,3,24915.00,12,+3,1728058576.491089,VE3EID
TF3G,40,24915.00,12,-7,1728058576.492841,VE3EID
M1HZJ,14,18100.00,17,-8,1728058577.846693,VE3EID
DD5GG,14,21074.00,15,+3,1728058578.537613,VE3EID
DG5NBO,14,21074.00,15,-3,1728058578.708656,VE3EID
W7ACM,3,28074.00,10,-9,1728058579.408144,VE3EID
K7PVY,3,28074.00,10,-9,1728058579.538967,VE3EID
RK6CW/P,16,18104.00,17,+3,1728058579.661889,VE3EID
IU0SPU,15,21140.00,15,+10,1728058579.664833,VE3EID
RW6ATD,16,21140.00,15,+2,1728058579.666217,VE3EID
IR9RDIO,15,21140.00,15,+0,1728058579.906372,VE3EID
WB5N,4,28180.00,10,+5,1728058580.035312,VE3EID
CX2SA,13,21140.00,15,-9,1728058580.166345,VE3EID
SV2FNT,20,28180.00,10,+3,1728058580.306703,VE3EID
YU7NW,15,28180.00,10,+2,1728058580.310047,VE3EID
M6DRS,14,14080.00,20,-12,1728058580.682199,VE3EID
JH5QJK,25,18100.00,17,-8,1728058581.841012,VE3EID
R8AU,17,21074.00,15,-10,1728058584.095668,VE3EID
K6QGV,3,21074.00,15,-3,1728058584.230245,VE3EID
IZ5DKI,15,21074.00,15,-11,1728058584.328187,VE3EID
F4LNM,14,24915.00,12,+0,1728058584.823602,VE3EID
GI4NKB,14,24915.00,12,-12,1728058585.023615,VE3EID
G0JEI,14,24915.00,12,-8,1728058585.02651,VE3EID
UR5LMB,16,24915.00,12,-1,1728058585.135372,VE3EID
4W,28,14074.00,20,-1,1728058585.318334,VE3EID
F8AEJ,14,28074.00,10,-2,1728058586.756092,VE3EID
IU8OMJ,15,28074.00,10,-19,1728058586.759061,VE3EID
R9GB,17,28180.00,10,+10,1728058587.166833,VE3EID
UY5AX,16,21140.00,15,-2,1728058587.514977,VE3EID
SP2L,15,21140.00,15,+0,1728058587.517706,VE3EID
RT2H,16,21140.00,15,-1,1728058587.518803,VE3EID
SP6JZP,15,21140.00,15,-3,1728058587.519735,VE3EID
PD1HPB,14,28180.00,10,-2,1728058587.612661,VE3EID
EA3HKA,14,28180.00,10,-5,1728058587.615144,VE3EID
G4XRX,14,21140.00,15,+9,1728058587.762764,VE3EID
K7VNE,3,24919.00,12,-7,1728058588.394904,VE3EID
NT4J,4,24919.00,12,-13,1728058588.397939,VE3EID
K0VJD,4,14080.00,20,+2,1728058588.439354,VE3EID
KJ4GK,5,14080.00,20,+14,1728058588.441872,VE3EID
SA5ACL,14,14080.00,20,-2,1728058588.443135,VE3EID
UW5ZM,16,28074.00,10,-4,1728058600.053201,VE3EID
DL2HT,14,28074.00,10,-7,1728058600.056087,VE3EID
LZ1LZ,20,28074.00,10,-10,1728058600.154429,VE3EID
HA3PJ,15,28074.00,10,+2,1728058600.157237,VE3EID
HG35FIRAC,15,28074.00,10,+2,1728058600.158991,VE3EID
DL3LBK,14,28074.00,10,-10,1728058600.284181,VE3EID
OZ1GXW,14,28074.00,10,-16,1728058600.580456,VE3EID
DL3HBF,14,28074.00,10,-2,1728058620.020754,VE3EID
UA0BA,18,28074.00,10,-8,1728058620.343568,VE3EID
EA2US/1,14,28074.00,10,-7,1728058620.753868,VE3EID
HA8UM,15,21140.00,15,+7,1728058621.98292,VE3EID
RV3QP,16,28180.00,10,+15,1728058622.11366,VE3EID
SP7EV,15,28180.00,10,+25,1728058622.116077,VE3EID
RV3KS,16,28180.00,10,+10,1728058622.240375,VE3EID
N3GTY,5,28180.00,10,-12,1728058622.375727,VE3EID
SP3OTZ,15,14080.00,20,-2,1728058622.378605,VE3EID
ON7VP,14,28180.00,10,-4,1728058622.520627,VE3EID
OH6FSO,15,28180.00,10,+0,1728058622.523126,VE3EID
WB8ASI,4,24919.00,12,-10,1728058622.659024,VE3EID
R3EDN,16,28074.00,10,+0,1728058628.330697,VE3EID
LA2JKA,14,28074.00,10,+0,1728058628.332211,VE3EID
PD2VE,14,28074.00,10,-4,1728058628.5197,VE3EID
EW6BZ,16,28074.00,10,-7,1728058628.520967,VE3EID
VE7LGP,3,28074.00,10,-9,1728058628.521443,VE3EID
CA3TSK,12,28074.00,10,-22,1728058628.638815,VE3EID
II7RMOL,15,21074.00,15,+11,1728058630.480989,VE3EID
KI7N,3,18100.00,17,-4,1728058632.083049,VE3EID
EA3CS,14,14074.00,20,-4,1728058632.433494,VE3EID
EC8AZE,33,28180.00,10,+4,1728058634.259822,VE3EID
IS0BSR,15,28180.00,10,+14,1728058634.262469,VE3EID
EA3VM,14,28180.00,10,+12,1728058634.263665,VE3EID
NN8B,4,28180.00,10,-5,1728058634.514429,VE3EID
KQ4EKW,5,28180.00,10,+10,1728058634.517003,VE3EID
EC3ALS,14,28180.00,10,-2,1728058634.637846,VE3EID
WA3WOM,5,28180.00,10,-6,1728058634.640823,VE3EID
N9IBM,4,24915.00,12,-18,1728058635.154985,VE3EID
SQ8AA,15,24915.00,12,-14,1728058635.157041,VE3EID
IZ7DOO,15,24919.00,12,+18,1728058635.396696,VE3EID
DJ2RG,14,24919.00,12,-4,1728058635.398779,VE3EID
LU8EKC,13,24919.00,12,-8,1728058635.49976,VE3EID
EA5CMP,14,24919.00,12,-3,1728058635.642397,VE3EID
II0RTER,15,21140.00,15,+0,1728058636.191532,VE3EID
N2BJ,4,24919.00,12,+3,1728058636.429453,VE3EID
K0PLQ,4,24919.00,12,+7,1728058636.430229,VE3EID
K0BLT,4,24919.00,12,+35,1728058636.55373,VE3EID
F1VEV,14,24919.00,12,-4,1728058636.554487,VE3EID
DJ2FL,14,28180.00,10,-10,1728058636.810228,VE3EID
G8LRS,14,28180.00,10,-9,1728058636.904976,VE3EID
DL1SMA,14,28180.00,10,-12,1728058637.025976,VE3EID
AG7HY,3,21074.00,15,+18,1728058642.095102,VE3EID
W7MWR,3,21074.00,15,+0,1728058642.447777,VE3EID
YO2LZS,20,21074.00,15,-14,1728058642.449928,VE3EID
EA1C,14,21074.00,15,-6,1728058642.717478,VE3EID
R4CY,16,28074.00,10,+1,1728058642.810558,VE3EID
DG0JCG,14,28074.00,10,-15,1728058643.284819,VE3EID
M1FDS,14,28074.00,10,-18,1728058643.419853,VE3EID
AD9AR,4,14074.00,20,+4,1728058646.134169,VE3EID
WD9JEN,4,14074.00,20,+21,1728058646.136831,VE3EID
N7PMS,4,14074.00,20,-3,1728058646.45686,VE3EID
K7VZ,3,14074.00,20,-6,1728058646.510523,VE3EID
SV1FJP,20,21140.00,15,-14,1728058646.762798,VE3EID
DL6AF,14,21140.00,15,-3,1728058646.853034,VE3EID
S57X,15,21140.00,15,+0,1728058647.060174,VE3EID
EA4LO,14,21140.00,15,+0,1728058647.060969,VE3EID
VE6CV,4,18100.00,17,+13,1728058647.061353,VE3EID
RU9CK,17,18100.00,17,-10,1728058647.214086,VE3EID
PD1BJO,14,28180.00,10,+5,1728058648.094776,VE3EID
IU8SOQ,15,28180.00,10,+2,1728058648.098229,VE3EID
DC7KM,14,28180.00,10,+1,1728058648.133719,VE3EID
DO4DXA,14,28180.00,10,+1,1728058648.135942,VE3EID
G1OCN,14,28180.00,10,-1,1728058648.338484,VE3EID
K0ILP,4,24919.00,12,-9,1728058648.450789,VE3EID
DG3VL,14,24919.00,12,-5,1728058648.562157,VE3EID
US8UA,16,14080.00,20,-8,1728058648.783416,VE3EID
F5PZQ,14,24919.00,12,-12,1728058649.009819,VE3EID
LY3BFH,15,14080.00,20,+0,1728058650.041556,VE3EID
TA2ANK,20,14080.00,20,-10,1728058650.044922,VE3EID
PD0JZ,14,28180.00,10,+2,1728058650.119499,VE3EID
KI8JP,4,28180.00,10,+2,1728058650.122327,VE3EID
HG5OGI,15,28180.00,10,+7,1728058650.239717,VE3EID
IK4TVP,15,28180.00,10,-11,1728058650.241607,VE3EID
DL1BU,14,28180.00,10,+3,1728058650.242814,VE3EID
UA6FM,16,28180.00,10,+4,1728058650.655219,VE3EID
W7OSG,3,21140.00,15,+12,1728058650.658913,VE3EID
WI7P,3,21140.00,15,-2,1728058650.692208,VE3EID
RA4DB,16,21140.00,15,-11,1728058650.800694,VE3EID
RM3TO,16,18104.00,17,+1,1728058652.190455,VE3EID
DL1BJA,14,21074.00,15,-4,1728058656.593482,VE3EID
9A1AM,15,28074.00,10,-12,1728058657.105406,VE3EID
K6CZ,3,28074.00,10,-11,1728058657.238138,VE3EID
DF4WC,14,28074.00,10,-7,1728058657.356272,VE3EID
4L7T,21,24915.00,12,-5,1728058658.436641,VE3EID
SO0M,15,24915.00,12,-3,1728058658.539169,VE3EID
KI7EVO,3,24919.00,12,+12,1728058658.884771,VE3EID
GM4KHE,14,24919.00,12,-8,1728058658.887044,VE3EID
F4GAJ,14,24919.00,12,+8,1728058658.888293,VE3EID
EB7BXN,14,24919.00,12,+2,1728058658.972236,VE3EID
W4HP,5,14074.00,20,+25,1728058660.383423,VE3EID
RC6AX,16,14074.00,20,-10,1728058660.460774,VE3EID
F4LNI,14,21140.00,15,+2,1728058660.766268,VE3EID
SP6JIU,15,24919.00,12,+19,1728058660.998186,VE3EID
W4PSK,5,24919.00,12,+30,1728058661.099667,VE3EID
SQ5TOM,15,21140.00,15,-10,1728058661.431489,VE3EID
F5PBL,14,21140.00,15,+6,1728058661.433416,VE3EID
ON8BB,14,28180.00,10,+16,1728058661.554716,VE3EID
SQ9NRF,15,28180.00,10,+18,1728058661.555881,VE3EID
KR0N/P,4,28180.00,10,+19,1728058661.556334,VE3EID
SP9MQU,15,28180.00,10,+6,1728058661.768409,VE3EID
R7KKO,16,28180.00,10,+16,1728058661.889193,VE3EID
IK6GPZ,15,28180.00,10,+1,1728058662.051607,VE3EID
N5BY,4,24915.00,12,+10,1728058664.143997,VE3EID
SP3CGK,15,24915.00,12,+4,1728058664.146657,VE3EID
N5BGQ,4,24915.00,12,+4,1728058664.251093,VE3EID
DL3ARK,14,24915.00,12,+0,1728058664.355342,VE3EID
KD2M,5,24915.00,12,-2,1728058664.487801,VE3EID
RU9AD,17,24915.00,12,-11,1728058664.719988,VE3EID
ON5ND,14,24915.00,12,-4,1728058664.72146,VE3EID
F4IVI,14,24915.00,12,-7,1728058664.90555,VE3EID
G0SYJ,14,14080.00,20,-16,1728058668.266956,VE3EID
MM0HVU,14,18100.00,17,-9,1728058668.37495,VE3EID
PE1JLZ,14,18100.00,17,-12,1728058668.496644,VE3EID
JA6UBY,25,18100.00,17,+1,1728058668.731436,VE3EID
LY1H,15,18100.00,17,-14,1728058668.734313,VE3EID
DO1MLK,14,28180.00,10,-4,1728058669.058384,VE3EID
SV1HFE,20,28180.00,10,-7,1728058669.170373,VE3EID
HA9RC,15,21074.00,15,-2,1728058669.657545,VE3EID
DO8RO,14,21074.00,15,-13,1728058669.995576,VE3EID
EA4AA,14,21140.00,15,-4,1728058670.376773,VE3EID
IW1GAL,15,24919.00,12,-7,1728058670.379464,VE3EID
R4IK,16,24919.00,12,+2,1728058670.724663,VE3EID
W8PP,4,24919.00,12,-2,1728058670.727272,VE3EID
AM1000MM,14,21140.00,15,+3,1728058670.728337,VE3EID
YC9BJX,28,21140.00,15,+2,1728058670.805897,VE3EID
EH8CDT,33,21140.00,15,-10,1728058670.809387,VE3EID
W0QL,4,24919.00,12,+22,1728058671.042025,VE3EID
DF9JL,14,28180.00,10,-7,1728058671.342153,VE3EID
F6BTP,14,28180.00,10,-8,1728058671.397489,VE3EID
W7DO,3,28180.00,10,+3,1728058671.505788,VE3EID
IK3BNO,15,24915.00,12,+6,1728058671.619872,VE3EID
I3KAN,15,24915.00,12,-8,1728058672.079149,VE3EID
SP3IPA,15,24915.00,12,-3,1728058672.310343,VE3EID
HB9TLL,14,24915.00,12,+0,1728058672.413296,VE3EID
SP9CXN,15,24915.00,12,-9,1728058672.415852,VE3EID
AF7S,3,24915.00,12,-23,1728058672.521708,VE3EID
MI0OBC,14,24915.00,12,-4,1728058672.524196,VE3EID
IS0HNY,15,14080.00,20,-9,1728058672.708822,VE3EID
EA2BTB,14,14080.00,20,-12,1728058672.711595,VE3EID
SM/DF4OC,14,18100.00,17,-3,1728058676.356617,VE3EID
W1SS,5,28180.00,10,+7,1728058676.74169,VE3EID
PA3KUS,14,28180.00,10,-4,1728058677.175716,VE3EID
W6NEV,3,21140.00,15,+12,1728058677.246468,VE3EID
ON7KRI,14,21140.00,15,+13,1728058677.5304,VE3EID
DC4ET,14,21074.00,15,-3,1728058677.859813,VE3EID
DO2TO,14,21074.00,15,-11,1728058678.231036,VE3EID
UR5KHZ,16,21074.00,15,+2,1728058678.233112,VE3EID
DG3SBJ,14,24919.00,12,+12,1728058678.331806,VE3EID
R7FG,16,24919.00,12,+3,1728058678.58976,VE3EID
VE7WGW,3,14074.00,20,-5,1728058679.078673,VE3EID
GI4OPH,14,24919.00,12,+2,1728058680.251349,VE3EID
UR5FS,16,24919.00,12,+23,1728058680.25334,VE3EID
EA1GNL,14,14080.00,20,-12,1728058680.843051,VE3EID
K7BTW,3,28180.00,10,+20,1728058681.080645,VE3EID
KY4BP,4,28180.00,10,-12,1728058681.082721,VE3EID
YO6LM,20,28180.00,10,+1,1728058681.205954,VE3EID
EA6VD,14,14080.00,20,-11,1728058681.208481,VE3EID
G4CJC,14,28180.00,10,+12,1728058681.209855,VE3EID
F6BIA,14,24915.00,12,+15,1728058682.399185,VE3EID
VE7NZ,3,24915.00,12,+10,1728058682.525138,VE3EID
N7VDL,3,24915.00,12,-16,1728058682.730069,VE3EID
YV6SAA,9,24915.00,12,-6,1728058682.863369,VE3EID
PA3CTA,14,18100.00,17,-22,1728058684.654131,VE3EID
CT7AOL,14,18095.00,17,+12,1728058684.779384,VE3EID
F5UOU,14,21074.00,15,+7,1728058686.456712,VE3EID
OK2OM,15,28074.00,10,-3,1728058687.459355,VE3EID
LA9AJA,14,28074.00,10,-17,1728058687.758562,VE3EID
ZS6FVN,38,28074.00,10,-18,1728058687.761398,VE3EID
W3UCA,5,24915.00,12,-10,1728058688.622015,VE3EID
EA5CMP,14,21140.00,15,+0,1728058690.631419,VE3EID
EI3CTB,14,21140.00,15,-9,1728058690.633688,VE3EID
RM3DA,16,28180.00,10,+16,1728058690.953924,VE3EID
IZ4OSH,15,24919.00,12,+6,1728058692.535727,VE3EID
KA9WAR,4,14074.00,20,+16,1728058692.67994,VE3EID
SP9DHY,15,28180.00,10,-10,1728058693.150318,VE3EID
LB6D,14,28180.00,10,+0,1728058693.354783,VE3EID
K9LZJ,4,14080.00,20,+18,1728058693.560302,VE3EID
HA5KN,15,28074.00,10,-7,1728058694.164349,VE3EID
DL3YEM,14,28074.00,10,-19,1728058694.584798,VE3EID
IZ0GRR,15,28074.00,10,-10,1728058694.624617,VE3EID
YO7LCB,20,24919.00,12,-5,1728058694.7079,VE3EID
KA5MDY,4,24919.00,12,+2,1728058694.823317,VE3EID
HA7NB,15,28180.00,10,+14,1728058695.253285,VE3EID
EI5JL,14,21140.00,15,+7,1728058695.573168,VE3EID
AA7EW,3,21140.00,15,+22,1728058695.575636,VE3EID
A61DI,21,21140.00,15,-1,1728058695.690927,VE3EID
G6XJU,14,21140.00,15,-18,1728058695.800024,VE3EID
MM0RKN,14,21140.00,15,-4,1728058696.222252,VE3EID
NX0R,4,18100.00,17,+12,1728058696.568112,VE3EID
JA3OOK,25,18100.00,17,-8,1728058696.605485,VE3EID
LY3PW,15,21074.00,15,+3,1728058698.907288,VE3EID
8X8PR/P,22,21074.00,15,-10,1728058699.268665,VE3EID
NP3QT,8,14074.00,20,-5,1728058700.592496,VE3EID
I0UVP,15,14074.00,20,-12,1728058700.722016,VE3EID
YO5QDI,20,14074.00,20,-17,1728058700.72467,VE3EID
N7NHS,3,28074.00,10,-9,1728058701.26557,VE3EID
DL5HBD,14,28074.00,10,-14,1728058701.709219,VE3EID
DH5YBE,14,28074.00,10,-17,1728058701.831288,VE3EID
ZS2EZ,38,28074.00,10,-8,1728058701.935645,VE3EID
OZ1LD,14,28074.00,10,-20,1728058701.937944,VE3EID
W9NT,4,24915.00,12,-16,1728058702.600493,VE3EID
G0LUH,14,24915.00,12,-14,1728058702.60317,VE3EID
F4AGZ,14,21140.00,15,-4,1728058702.643143,VE3EID
SV1FWV,20,24919.00,12,+11,1728058702.831274,VE3EID
SV3AUW,20,24919.00,12,+8,1728058702.957507,VE3EID
IQ8XS,15,14080.00,20,-6,1728058703.062509,VE3EID
OE6GID,15,14080.00,20,-13,1728058703.065255,VE3EID
BD4UJ,24,14080.00,20,-8,1728058703.169596,VE3EID
HA5CPN,15,28180.00,10,+23,1728058703.172275,VE3EID
G4DBW,14,28180.00,10,+9,1728058703.697596,VE3EID
DF1OLS,14,21140.00,15,+18,1728058703.700675,VE3EID
KE0A,4,21140.00,15,+37,1728058703.95741,VE3EID
SP5EXA,15,28180.00,10,-10,1728058704.210074,VE3EID
SY2CWM,20,28180.00,10,+3,1728058704.298723,VE3EID
N7EZQ,3,28180.00,10,+18,1728058704.301595,VE3EID
DJ2QV,14,28180.00,10,-4,1728058704.391441,VE3EID
F5LCM,14,24919.00,12,+8,1728058704.4903,VE3EID
9H5TB,15,24919.00,12,-15,1728058704.492723,VE3EID
VA5KEN,4,14080.00,20,+9,1728058704.710122,VE3EID
KC1ABT,5,28180.00,10,-14,1728058704.8157,VE3EID
MW0CNA,14,18104.00,17,-7,1728058706.312468,VE3EID
F5PBL,14,18104.00,17,+2,1728058706.423045,VE3EID
K2AK,3,21074.00,15,+30,1728058706.533005,VE3EID
SV8/ON5CT,20,21074.00,15,-10,1728058707.012776,VE3EID
ON7AC,14,21074.00,15,-13,1728058707.081911,VE3EID
N5FEE,4,18100.00,17,+14,1728058710.679623,VE3EID
OE3DJL,15,28074.00,10,-3,1728058711.578129,VE3EID
LZ5QD,20,28074.00,10,-5,1728058712.053184,VE3EID
OH1JAY,15,28074.00,10,-14,1728058712.05556,VE3EID
DO7NB,14,21140.00,15,-5,1728058713.199743,VE3EID
RW9QA,17,24919.00,12,-1,1728058713.201906,VE3EID
W4SGL,5,14074.00,20,+12,1728058714.654001,VE3EID
K0OTC,4,14074.00,20,+2,1728058714.876469,VE3EID
SP6DVP,15,14074.00,20,-16,1728058714.991388,VE3EID
DH8TOM,14,24915.00,12,-6,1728058717.010716,VE3EID
DO7AGN,14,28074.00,10,-8,1728058726.942382,VE3EID
SP8HKI,15,28074.00,10,-12,1728058727.391857,VE3EID
I3QDK,15,28074.00,10,-12,1728058727.492479,VE3EID
YO6PQE,20,28180.00,10,+7,1728058732.629256,VE3EID
EA3CXN,14,28180.00,10,+3,1728058732.736259,VE3EID
F5LMG,14,28180.00,10,+36,1728058732.73912,VE3EID
R6NH,16,28180.00,10,+7,1728058732.832325,VE3EID
TA2EE,20,28180.00,10,-16,1728058732.948428,VE3EID
EA3ISZ,14,21140.00,15,+5,1728058733.05642,VE3EID
N9BD,3,21140.00,15,+16,1728058733.059828,VE3EID
AE0N,4,21140.00,15,-4,1728058733.203728,VE3EID
SP6VXO,15,21140.00,15,-4,1728058733.206595,VE3EID
RV6HTZ,16,21140.00,15,+6,1728058733.314893,VE3EID
DO8SD,14,28180.00,10,+8,1728058733.317489,VE3EID
ER3CT,16,24919.00,12,+3,1728058734.869032,VE3EID
RW4PU,16,24919.00,12,+2,1728058734.872771,VE3EID
OZ1IHB,14,24915.00,12,-5,1728058741.470154,VE3EID
R4LBL,16,21140.00,15,-7,1728058742.751081,VE3EID
F6GYF,14,21140.00,15,+10,1728058742.753159,VE3EID
HG3FMZ,15,21140.00,15,+0,1728058742.842758,VE3EID
DO2PZ,14,21140.00,15,+8,1728058742.844781,VE3EID
IW3IEA,15,21140.00,15,-7,1728058743.189508,VE3EID
AM1000MM,14,14080.00,20,-8,1728058744.760989,VE3EID
SP3JHY,15,14080.00,20,-11,1728058744.761895,VE3EID
EA4ZI,14,14080.00,20,-12,1728058744.855777,VE3EID
F5JQF,14,28180.00,10,+0,1728058745.271871,VE3EID
K8ACC,5,14074.00,20,+23,1728058748.855941,VE3EID
K8BCO,4,14074.00,20,+12,1728058748.857939,VE3EID
F1GPL,14,18104.00,17,-3,1728058749.368322,VE3EID
EW6EW,16,24919.00,12,-5,1728058754.801843,VE3EID
DL8SDC,14,24919.00,12,+16,1728058754.908206,VE3EID
W7WHO,3,24919.00,12,+2,1728058754.910763,VE3EID
DK4RH,14,21140.00,15,-4,1728058757.192795,VE3EID
SP2Y,15,21140.00,15,+1,1728058757.386577,VE3EID
IK5FKF,15,21140.00,15,+4,1728058757.497405,VE3EID
IK0FMB,15,21140.00,15,-8,1728058757.500349,VE3EID
EA3EDU,14,28180.00,10,+3,1728058757.50212,VE3EID
DF0NN,14,24919.00,12,-9,1728058758.944129,VE3EID
DL1LRI,14,14080.00,20,-8,1728058759.16498,VE3EID
GW1GAU,14,21074.00,15,-12,1728058759.948778,VE3EID
OM6AJJ,15,24919.00,12,-13,1728058762.764277,VE3EID
UB6HRM,16,24919.00,12,+6,1728058763.089625,VE3EID
2E0ILF,14,24919.00,12,-8,1728058763.130201,VE3EID
II3RTNT,15,21140.00,15,-2,1728058763.132425,VE3EID
S51DD,15,14080.00,20,+10,1728058763.324632,VE3EID
II0RTER,15,14080.00,20,-12,1728058763.436665,VE3EID
DL7ARV,14,14080.00,20,-14,1728058763.437271,VE3EID
IK2JYT,15,14080.00,20,-10,1728058763.437624,VE3EID
DG0OFT,14,24915.00,12,+0,1728058763.437934,VE3EID
SV2CSR,20,28180.00,10,+7,1728058764.981306,VE3EID
KB8OTK,4,28180.00,10,-8,1728058765.094726,VE3EID
DD6AJ,14,28180.00,10,-7,1728058765.095337,VE3EID
RV3AMV,16,28180.00,10,-12,1728058765.650951,VE3EID
DL7RAY,14,18100.00,17,-18,1728058767.375278,VE3EID
IU2LVS,15,18095.00,17,+7,1728058767.545182,VE3EID
DM5EE/QRP,14,18095.00,17,-6,1728058767.546671,VE3EID
IW3IOD,15,21074.00,15,+8,1728058773.74766,VE3EID
N7RSC,3,21074.00,15,-18,1728058774.082482,VE3EID
YE8BJS,28,21074.00,15,-14,1728058774.320686,VE3EID
UY5AX,16,21140.00,15,+1,1728058774.932497,VE3EID
SP6JZP,15,21140.00,15,+8,1728058775.066256,VE3EID
PA7Q,14,28180.00,10,+8,1728058775.297408,VE3EID
ON5UN,14,28180.00,10,+9,1728058775.420475,VE3EID
PC2J,14,28180.00,10,+5,1728058775.423411,VE3EID
LZ1BK,20,28180.00,10,+10,1728058775.424606,VE3EID
R9GB,17,28180.00,10,+4,1728058775.530799,VE3EID
SP8AWL,15,28180.00,10,+6,1728058775.639888,VE3EID
F5SYC,14,14080.00,20,-14,1728058776.094644,VE3EID
M6DRS,14,14080.00,20,-13,1728058776.097972,VE3EID
EA5HM,14,28180.00,10,-9,1728058776.099608,VE3EID
AJ6TL,4,28074.00,10,+7,1728058777.015985,VE3EID
KQ5U,4,28074.00,10,+10,1728058777.093884,VE3EID
F6EWW,14,28074.00,10,-3,1728058777.094359,VE3EID
RA3UEV,16,28074.00,10,+2,1728058777.094664,VE3EID
RV6HE,16,28074.00,10,-13,1728058777.631439,VE3EID
KG7OH,3,28074.00,10,-11,1728058777.836129,VE3EID
ON4OPA,14,28074.00,10,-2,1728058777.837566,VE3EID
OE6UPH,15,28074.00,10,-15,1728058777.959529,VE3EID
KG5EIU,4,24915.00,12,+23,1728058780.907458,VE3EID
KE6XL,3,24915.00,12,+11,1728058781.139112,VE3EID
S57AM,15,24915.00,12,+4,1728058781.62501,VE3EID
OE6ANG,15,24915.00,12,-8,1728058781.665175,VE3EID
RA3QM,16,21074.00,15,-11,1728058782.057258,VE3EID
F8BFU,14,21074.00,15,-4,1728058782.413329,VE3EID
ON6CQ,14,24919.00,12,-2,1728058782.460412,VE3EID
IR1RVDB,15,24919.00,12,-2,1728058782.594538,VE3EID
IW6ASD,15,24919.00,12,-2,1728058782.597733,VE3EID
K7VNE,3,24919.00,12,-5,1728058782.737274,VE3EID
IK0QKN,15,24919.00,12,-8,1728058782.740249,VE3EID
DL6NDG,14,18104.00,17,-13,1728058783.441374,VE3EID
4X5MZ,20,18104.00,17,-9,1728058783.444403,VE3EID
N7VDL,3,28074.00,10,-3,1728058784.02169,VE3EID
EI0DK,14,28074.00,10,-1,1728058784.389061,VE3EID
KN4WOJ,5,28180.00,10,-9,1728058785.392503,VE3EID
G4XRX,14,21140.00,15,+13,1728058785.395288,VE3EID
DL9SCL,14,21140.00,15,-2,1728058785.563134,VE3EID
SA5ACL,14,14080.00,20,+0,1728058785.635457,VE3EID
N2NFG,5,14074.00,20,+3,1728058786.140114,VE3EID
NT4J,4,24919.00,12,-11,1728058786.517188,VE3EID
KJ5AJO,4,14074.00,20,-18,1728058786.520184,VE3EID
OK1IVO,15,24919.00,12,+4,1728058786.63698,VE3EID
G0FHM,14,24919.00,12,-1,1728058786.639806,VE3EID
YO7BGA,20,28180.00,10,+2,1728058786.895305,VE3EID
RU4SO,16,28180.00,10,+3,1728058787.144156,VE3EID
ZS4JAN,38,28180.00,10,+1,1728058787.144998,VE3EID
N4AWP,5,24919.00,12,-4,1728058787.145408,VE3EID
KI9A,4,28180.00,10,-3,1728058787.243453,VE3EID
IU0SPU,15,21140.00,15,+8,1728058787.563927,VE3EID
F1AWL,14,14080.00,20,-10,1728058787.814287,VE3EID
IZ4EKI,15,14080.00,20,-13,1728058787.815451,VE3EID
KM5LY,4,24915.00,12,+12,1728058789.099404,VE3EID
SP9UPH,15,24915.00,12,+14,1728058789.135615,VE3EID
UN7LZ,17,24915.00,12,-6,1728058789.638245,VE3EID
IZ0MIT,15,18095.00,17,+1,1728058790.943646,VE3EID
OT4N,14,18100.00,17,-11,1728058793.411002,VE3EID
M7EJN,14,18100.00,17,-13,1728058793.54491,VE3EID
EA1FCR,14,14080.00,20,-8,1728058795.904244,VE3EID
OD5KU,20,28180.00,10,+23,1728058796.16618,VE3EID
PD1HPB,14,28180.00,10,+7,1728058796.278768,VE3EID
VE4YE,4,28180.00,10,-2,1728058796.281363,VE3EID
KG7ASX,3,14074.00,20,-19,1728058796.548165,VE3EID
DD6UJS,14,28180.00,10,-14,1728058796.550656,VE3EID
F1IEH,14,24919.00,12,+5,1728058797.291783,VE3EID
YO8CVY,20,24919.00,12,+11,1728058797.292569,VE3EID
F4CQS,14,14080.00,20,-14,1728058797.394345,VE3EID
OD5ZF,20,18104.00,17,+5,1728058797.395306,VE3EID
IR9RDIO,15,21140.00,15,+7,1728058797.803305,VE3EID
CX2SA,13,21140.00,15,-13,1728058797.804597,VE3EID
EA1R,14,28180.00,10,+10,1728058797.880504,VE3EID
SV2BRA,20,28180.00,10,+14,1728058798.31525,VE3EID
KB0VYG,4,28180.00,10,-14,1728058798.316476,VE3EID
S51UN,15,24915.00,12,-1,1728058801.387405,VE3EID
PI4TX,14,24915.00,12,-6,1728058801.763909,VE3EID
LZ2ITD,20,18104.00,17,-16,1728058801.877766,VE3EID
RG2V,16,28074.00,10,-7,1728058802.255819,VE3EID
UW5KW,16,28074.00,10,-10,1728058802.607688,VE3EID
KK7VKR,3,28074.00,10,-15,1728058802.610409,VE3EID
OK4SD,15,28074.00,10,-17,1728058802.611626,VE3EID
