Call Sign,Zone,Frequency,Band,SNR,Timestamp,Spotter
DJ2QV,14,28180.00,10,+6,1728059001.407798,VE3EID
ON7VP,14,28180.00,10,-6,1728059001.510387,VE3EID
R4PGX,16,21140.00,15,-3,1728059002.842777,VE3EID
II3RTNT,15,21140.00,15,-3,1728059002.843379,VE3EID
R3DHH,16,21140.00,15,-15,1728059002.967162,VE3EID
F1RAU,14,21140.00,15,-1,1728059002.967806,VE3EID
YC0BAY,28,14080.00,20,-2,1728059003.071932,VE3EID
EA1FCR,14,14080.00,20,-6,1728059003.072549,VE3EID
M6DRS,14,14080.00,20,-10,1728059003.525774,VE3EID
K5DNL,4,24915.00,12,+25,1728059006.802017,VE3EID
DH5MK,14,24915.00,12,+9,1728059006.802579,VE3EID
SM0EJR,14,24915.00,12,-3,1728059006.961097,VE3EID
EA2ERB,14,24915.00,12,-15,1728059007.065391,VE3EID
F1TWQ,14,24915.00,12,+4,1728059007.352132,VE3EID
LY2MM,15,24915.00,12,-7,1728059007.352695,VE3EID
F4HEN,14,24915.00,12,-4,1728059007.353031,VE3EID
IK8YJS,15,21074.00,15,-2,1728059008.031823,VE3EID
IT9HHL,15,21074.00,15,-12,1728059008.032549,VE3EID
SV2CUI,20,21074.00,15,-11,1728059008.03303,VE3EID
OK1WCF,15,24919.00,12,+12,1728059009.07033,VE3EID
HA1BF,15,10136.00,30,-19,1728059010.571521,VE3EID
TF8KW,40,28180.00,10,-13,1728059010.680672,VE3EID
KB0VYG,4,28180.00,10,-12,1728059010.898314,VE3EID
EG8DP,33,28180.00,10,+8,1728059010.901095,VE3EID
VE4YE,4,28180.00,10,-1,1728059011.011197,VE3EID
CT1BFP,14,28180.00,10,+2,1728059011.014736,VE3EID
N2BJ,4,24919.00,12,+6,1728059011.717013,VE3EID
UR7CT,16,21140.00,15,-1,1728059011.907342,VE3EID
EA2BTB,14,21140.00,15,+5,1728059011.910061,VE3EID
CX2SA,13,21140.00,15,-11,1728059012.027313,VE3EID
AL7LO,1,24919.00,12,-19,1728059012.331372,VE3EID
RV3AMV,16,28180.00,10,+17,1728059012.915916,VE3EID
OH6FSO,15,28180.00,10,+2,1728059012.918585,VE3EID
SP4MPH,15,28180.00,10,-6,1728059013.253947,VE3EID
EA2JE,14,28180.00,10,-7,1728059013.256624,VE3EID
K5TC,4,18100.00,17,+35,1728059013.292925,VE3EID
DC1NNN,14,18100.00,17,+12,1728059013.364052,VE3EID
I5YDO,15,18100.00,17,-2,1728059013.36672,VE3EID
JE2FUP,25,18100.00,17,-1,1728059013.488849,VE3EID
F4HAB,14,18100.00,17,-10,1728059013.491371,VE3EID
9A2KS,15,18100.00,17,+7,1728059013.492541,VE3EID
LZ2ITD,20,18104.00,17,-15,1728059013.493744,VE3EID
EA3FHP,14,28180.00,10,+5,1728059014.788988,VE3EID
WB0OQV,4,21074.00,15,+26,1728059016.63364,VE3EID
DL8ZAW,14,21074.00,15,+20,1728059016.83739,VE3EID
F6FHZ,14,21074.00,15,-9,1728059017.453782,VE3EID
IK5DET,15,21074.00,15,-9,1728059017.494849,VE3EID
OK1IVO,15,21140.00,15,+3,1728059017.798628,VE3EID
IZ7DOK,15,21140.00,15,+5,1728059017.884618,VE3EID
YC1JEL,28,21140.00,15,-5,1728059017.88734,VE3EID
F1IEH,14,24919.00,12,+4,1728059018.783157,VE3EID
YO6PIR,20,18100.00,17,-15,1728059023.162051,VE3EID
RA4HG,16,18100.00,17,-3,1728059023.164811,VE3EID
VA7GEM,3,14074.00,20,+0,1728059023.275883,VE3EID
AB9KH,4,14074.00,20,+16,1728059023.527728,VE3EID
EA5JKT,14,14074.00,20,-14,1728059023.6545,VE3EID
WA3Z,5,14074.00,20,+2,1728059023.777788,VE3EID
YU3TA,15,28074.00,10,+12,1728059024.590953,VE3EID
PA4PA,14,21140.00,15,-11,1728059024.59242,VE3EID
DK5WL,14,28074.00,10,-9,1728059025.028972,VE3EID
KI7YRC,3,28074.00,10,+5,1728059025.082945,VE3EID
F4FLF,14,28074.00,10,-10,1728059025.083801,VE3EID
UR5WDI,16,28074.00,10,-2,1728059025.33597,VE3EID
VA3AQB,4,28074.00,10,-12,1728059025.428525,VE3EID
PD0CL,14,28074.00,10,-20,1728059025.533969,VE3EID
TA2ANK,20,14080.00,20,-14,1728059025.649793,VE3EID
KC3YLW,5,24919.00,12,-21,1728059025.952056,VE3EID
OM2AKD,15,28074.00,10,+4,1728059025.955129,VE3EID
TA2BZ,20,14080.00,20,-16,1728059025.956302,VE3EID
VE7AP,3,24919.00,12,+12,1728059025.957701,VE3EID
